3.01273e-28

Initial statistics: 625 variables; iteration 0; function evaluation 0
Function value   3.9769573e+01; maximum gradient component mag  -5.9319e+01
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
Estimating row 195 out of 625 for hessian
2.8167e-29
3.64638e-29
4.5303e-29
3.5671e-29
Estimating row 196 out of 625 for hessian
3.58653e-29
2.98407e-29
2.7286e-29
2.58804e-29
Estimating row 197 out of 625 for hessian
3.27923e-29
3.02099e-29
2.72715e-29
3.20273e-29
Estimating row 198 out of 625 for hessian
3.2341e-29
3.30612e-29
2.89668e-29
3.1351e-29
Estimating row 199 out of 625 for hessian
2.59284e-29
2.91071e-29
2.87703e-29
2.78291e-29
Estimating row 200 out of 625 for hessian
2.71508e-29
3.78803e-29
3.12792e-29
3.50151e-29
Estimating row 201 out of 625 for hessian
4.50508e-29
2.92562e-29
2.69736e-29
3.72345e-29
Estimating row 202 out of 625 for hessian
3.07684e-29
2.45505e-29
3.57128e-29
2.6784e-29
Estimating row 203 out of 625 for hessian
3.94285e-29
3.36461e-29
3.13356e-29
4.15327e-29
Estimating row 204 out of 625 for hessian
2.80022e-29
3.70676e-29
3.68073e-29
3.08024e-29
Estimating row 205 out of 625 for hessian
3.16395e-29
3.17116e-29
3.47749e-29
2.66458e-29
Estimating row 206 out of 625 for hessian
3.09103e-29
3.33418e-29
3.011e-29
3.08335e-29
Estimating row 207 out of 625 for hessian
2.69718e-29
3.59455e-29
2.49107e-29
3.50684e-29
Estimating row 208 out of 625 for hessian
3.36289e-29
3.25452e-29
2.38364e-29
2.61005e-29
Estimating row 209 out of 625 for hessian
3.32428e-29
2.88684e-29
2.81694e-29
3.82571e-29
Estimating row 210 out of 625 for hessian
2.45389e-29
3.80035e-29
2.54455e-29
2.46245e-29
Estimating row 211 out of 625 for hessian
3.12032e-29
3.64593e-29
3.66097e-29
3.34019e-29
Estimating row 212 out of 625 for hessian
3.84795e-29
2.55287e-29
3.21302e-29
2.52595e-29
Estimating row 213 out of 625 for hessian
3.24665e-29
2.84371e-29
2.4352e-29
2.43184e-29
Estimating row 214 out of 625 for hessian
3.44838e-29
3.71327e-29
3.10371e-29
3.28445e-29
Estimating row 215 out of 625 for hessian
3.27316e-29
2.98877e-29
3.46485e-29
2.81093e-29
Estimating row 216 out of 625 for hessian
3.52404e-29
3.29058e-29
3.58207e-29
3.26376e-29
Estimating row 217 out of 625 for hessian
2.97948e-29
3.07225e-29
3.15131e-29
3.06084e-29
Estimating row 218 out of 625 for hessian
3.25772e-29
3.28266e-29
3.12618e-29
3.0231e-29
Estimating row 219 out of 625 for hessian
3.54595e-29
2.9514e-29
2.64844e-29
2.82587e-29
Estimating row 220 out of 625 for hessian
2.7175e-29
3.09055e-29
3.18251e-29
3.54755e-29
Estimating row 221 out of 625 for hessian
2.92989e-29
2.74985e-29
3.36637e-29
3.06659e-29
Estimating row 222 out of 625 for hessian
2.75397e-29
2.65697e-29
3.12251e-29
3.14721e-29
Estimating row 223 out of 625 for hessian
2.56171e-29
3.36712e-29
2.67699e-29
2.68113e-29
Estimating row 224 out of 625 for hessian
2.91985e-29
4.04529e-29
3.64225e-29
3.13312e-29
Estimating row 225 out of 625 for hessian
2.52831e-29
3.30951e-29
3.10882e-29
3.26582e-29
Estimating row 226 out of 625 for hessian
3.70056e-29
3.40231e-29
2.4553e-29
2.48306e-29
Estimating row 227 out of 625 for hessian
2.57467e-29
3.2914e-29
3.17738e-29
3.23853e-29
Estimating row 228 out of 625 for hessian
3.42356e-29
2.71356e-29
3.26661e-29
2.47876e-29
Estimating row 229 out of 625 for hessian
3.18858e-29
2.91586e-29
4.03505e-29
3.36609e-29
Estimating row 230 out of 625 for hessian
3.0719e-29
2.94099e-29
3.70767e-29
2.9936e-29
Estimating row 231 out of 625 for hessian
3.21328e-29
2.58729e-29
3.50829e-29
3.2279e-29
Estimating row 232 out of 625 for hessian
2.79128e-29
3.00413e-29
3.18519e-29
3.24441e-29
Estimating row 233 out of 625 for hessian
3.88904e-29
4.31304e-29
3.37788e-29
2.54844e-29
Estimating row 234 out of 625 for hessian
3.54581e-29
2.9022e-29
2.37373e-29
3.39534e-29
Estimating row 235 out of 625 for hessian
2.54043e-29
2.62396e-29
2.95334e-29
3.30874e-29
Estimating row 236 out of 625 for hessian
2.55763e-29
2.88143e-29
2.92607e-29
3.62815e-29
Estimating row 237 out of 625 for hessian
3.53245e-29
2.65888e-29
2.927e-29
3.78926e-29
Estimating row 238 out of 625 for hessian
4.67651e-29
2.25562e-29
2.8854e-29
3.15133e-29
Estimating row 239 out of 625 for hessian
3.02699e-29
3.58952e-29
3.10686e-29
2.9368e-29
Estimating row 240 out of 625 for hessian
2.59743e-29
3.79169e-29
2.94111e-29
3.29109e-29
Estimating row 241 out of 625 for hessian
3.33793e-29
2.24684e-29
3.37005e-29
2.67784e-29
Estimating row 242 out of 625 for hessian
2.42938e-29
2.69444e-29
3.46911e-29
2.7421e-29
Estimating row 243 out of 625 for hessian
3.25027e-29
2.53855e-29
2.70969e-29
3.01331e-29
Estimating row 244 out of 625 for hessian
2.916e-29
2.35602e-29
2.88038e-29
2.99201e-29
Estimating row 245 out of 625 for hessian
2.64257e-29
3.24782e-29
2.81133e-29
3.25174e-29
Estimating row 246 out of 625 for hessian
2.08679e-29
3.05655e-29
3.18984e-29
3.99699e-29
Estimating row 247 out of 625 for hessian
2.86253e-29
3.57669e-29
3.38975e-29
2.36472e-29
Estimating row 248 out of 625 for hessian
2.60002e-29
3.52703e-29
3.22124e-29
2.71955e-29
Estimating row 249 out of 625 for hessian
2.40798e-29
3.21702e-29
3.31158e-29
2.53617e-29
Estimating row 250 out of 625 for hessian
3.1737e-29
3.25493e-29
3.34759e-29
2.71322e-29
Estimating row 251 out of 625 for hessian
2.69576e-29
2.67208e-29
3.37549e-29
3.06332e-29
Estimating row 252 out of 625 for hessian
3.68523e-29
2.96486e-29
2.81502e-29
3.64196e-29
Estimating row 253 out of 625 for hessian
2.51205e-29
2.67945e-29
3.35285e-29
2.86482e-29
Estimating row 254 out of 625 for hessian
3.48093e-29
3.47152e-29
2.32818e-29
2.38125e-29
Estimating row 255 out of 625 for hessian
3.18441e-29
2.39225e-29
2.92812e-29
2.49023e-29
Estimating row 256 out of 625 for hessian
2.84497e-29
3.33857e-29
3.11653e-29
2.62971e-29
Estimating row 257 out of 625 for hessian
3.19931e-29
2.84337e-29
2.50212e-29
3.2012e-29
Estimating row 258 out of 625 for hessian
2.50375e-29
2.12433e-29
2.69505e-29
3.61031e-29
Estimating row 259 out of 625 for hessian
3.16288e-29
2.94293e-29
2.61467e-29
3.32628e-29
Estimating row 260 out of 625 for hessian
2.97394e-29
2.94828e-29
3.06523e-29
3.00773e-29
Estimating row 261 out of 625 for hessian
3.22469e-29
3.31243e-29
3.25079e-29
2.74975e-29
Estimating row 262 out of 625 for hessian
3.01332e-29
2.09416e-29
2.83688e-29
3.08987e-29
Estimating row 263 out of 625 for hessian
3.19218e-29
2.67232e-29
3.33858e-29
3.30535e-29
Estimating row 264 out of 625 for hessian
3.24967e-29
2.65765e-29
2.68926e-29
3.34451e-29
Estimating row 265 out of 625 for hessian
2.91444e-29
2.83454e-29
2.35844e-29
3.07514e-29
Estimating row 266 out of 625 for hessian
2.62385e-29
3.91973e-29
3.02329e-29
2.77371e-29
Estimating row 267 out of 625 for hessian
3.27391e-29
2.57242e-29
3.31267e-29
2.62756e-29
Estimating row 268 out of 625 for hessian
2.77148e-29
2.74412e-29
3.23096e-29
3.3271e-29
Estimating row 269 out of 625 for hessian
3.82196e-29
3.90412e-29
2.70346e-29
2.80675e-29
Estimating row 270 out of 625 for hessian
2.93658e-29
3.74499e-29
3.24017e-29
3.00762e-29
Estimating row 271 out of 625 for hessian
3.64914e-29
2.331e-29
3.29879e-29
2.37216e-29
Estimating row 272 out of 625 for hessian
2.54304e-29
3.34933e-29
3.38073e-29
2.52262e-29
Estimating row 273 out of 625 for hessian
2.30348e-29
2.62129e-29
3.5238e-29
2.47148e-29
Estimating row 274 out of 625 for hessian
2.4616e-29
3.58909e-29
2.76806e-29
2.39923e-29
Estimating row 275 out of 625 for hessian
2.79672e-29
3.16215e-29
2.56663e-29
2.92581e-29
Estimating row 276 out of 625 for hessian
2.85828e-29
2.21667e-29
2.67056e-29
2.61954e-29
Estimating row 277 out of 625 for hessian
3.6112e-29
3.22846e-29
3.25013e-29
2.56915e-29
Estimating row 278 out of 625 for hessian
2.58949e-29
3.03205e-29
2.794e-29
3.2306e-29
Estimating row 279 out of 625 for hessian
2.96207e-29
3.08684e-29
2.65669e-29
3.91586e-29
Estimating row 280 out of 625 for hessian
3.47838e-29
2.83152e-29
3.56465e-29
3.40359e-29
Estimating row 281 out of 625 for hessian
3.18183e-29
3.25826e-29
2.49762e-29
3.54182e-29
Estimating row 282 out of 625 for hessian
3.75271e-29
2.58433e-29
3.8136e-29
3.04629e-29
Estimating row 283 out of 625 for hessian
2.32904e-29
3.3904e-29
3.17091e-29
5.12069e-29
Estimating row 284 out of 625 for hessian
2.80702e-29
3.79718e-29
3.97256e-29
3.26683e-29
Estimating row 285 out of 625 for hessian
3.25766e-29
3.5733e-29
2.29315e-29
2.929e-29
Estimating row 286 out of 625 for hessian
2.42484e-29
3.55601e-29
3.58183e-29
5.05555e-29
Estimating row 287 out of 625 for hessian
3.35731e-29
4.22188e-29
3.22607e-29
2.45259e-29
Estimating row 288 out of 625 for hessian
2.64359e-29
2.74554e-29
2.51241e-29
3.2284e-29
Estimating row 289 out of 625 for hessian
2.9797e-29
3.01412e-29
3.03193e-29
3.71445e-29
Estimating row 290 out of 625 for hessian
3.05721e-29
3.67512e-29
2.98279e-29
3.48588e-29
Estimating row 291 out of 625 for hessian
3.4122e-29
2.75617e-29
2.64702e-29
4.30714e-29
Estimating row 292 out of 625 for hessian
2.90394e-29
3.14374e-29
2.97903e-29
2.96054e-29
Estimating row 293 out of 625 for hessian
2.99978e-29
2.72744e-29
3.307e-29
3.38058e-29
Estimating row 294 out of 625 for hessian
3.34089e-29
3.45938e-29
3.04933e-29
2.90788e-29
Estimating row 295 out of 625 for hessian
2.58359e-29
2.61139e-29
3.20765e-29
3.29163e-29
Estimating row 296 out of 625 for hessian
2.24214e-29
2.90657e-29
3.65418e-29
3.0162e-29
Estimating row 297 out of 625 for hessian
2.67264e-29
2.73559e-29
2.71005e-29
2.61955e-29
Estimating row 298 out of 625 for hessian
3.05494e-29
2.47202e-29
2.5115e-29
2.78012e-29
Estimating row 299 out of 625 for hessian
3.07903e-29
2.77903e-29
2.82455e-29
3.43573e-29
Estimating row 300 out of 625 for hessian
3.19645e-29
3.44927e-29
2.52339e-29
2.92573e-29
Estimating row 301 out of 625 for hessian
3.41454e-29
2.76504e-29
3.14335e-29
2.89338e-29
Estimating row 302 out of 625 for hessian
2.30389e-29
4.36366e-29
3.42878e-29
4.29915e-29
Estimating row 303 out of 625 for hessian
3.33546e-29
3.16702e-29
2.51365e-29
2.63464e-29
Estimating row 304 out of 625 for hessian
3.31403e-29
2.88932e-29
2.84281e-29
4.7324e-29
Estimating row 305 out of 625 for hessian
3.7196e-29
3.36793e-29
3.26078e-29
4.19294e-29
Estimating row 306 out of 625 for hessian
3.22585e-29
2.37918e-29
2.77079e-29
2.7241e-29
Estimating row 307 out of 625 for hessian
2.90592e-29
3.4858e-29
3.90624e-29
3.28363e-29
Estimating row 308 out of 625 for hessian
3.45039e-29
3.36086e-29
2.95006e-29
3.75111e-29
Estimating row 309 out of 625 for hessian
3.21479e-29
2.97274e-29
3.10915e-29
3.11714e-29
Estimating row 310 out of 625 for hessian
3.35917e-29
2.84353e-29
2.31329e-29
3.26853e-29
Estimating row 311 out of 625 for hessian
3.15721e-29
3.55975e-29
3.25778e-29
2.39689e-29
Estimating row 312 out of 625 for hessian
2.71527e-29
3.70684e-29
3.57868e-29
3.2963e-29
Estimating row 313 out of 625 for hessian
3.34895e-29
3.22488e-29
3.4489e-29
3.12892e-29
Estimating row 314 out of 625 for hessian
3.59075e-29
2.52969e-29
3.39988e-29
3.5778e-29
Estimating row 315 out of 625 for hessian
3.7963e-29
3.07562e-29
3.56432e-29
3.62342e-29
Estimating row 316 out of 625 for hessian
2.00798e-29
3.39201e-29
3.75614e-29
2.54614e-29
Estimating row 317 out of 625 for hessian
2.8821e-29
3.37885e-29
2.93377e-29
3.62676e-29
Estimating row 318 out of 625 for hessian
2.84742e-29
2.55788e-29
3.93374e-29
2.40703e-29
Estimating row 319 out of 625 for hessian
2.94794e-29
3.04413e-29
2.25018e-29
3.12484e-29
Estimating row 320 out of 625 for hessian
3.48933e-29
3.28598e-29
3.34361e-29
2.83082e-29
Estimating row 321 out of 625 for hessian
2.88751e-29
3.4181e-29
3.18255e-29
2.74457e-29
Estimating row 322 out of 625 for hessian
2.78063e-29
3.44945e-29
3.0535e-29
2.67713e-29
Estimating row 323 out of 625 for hessian
3.20304e-29
3.07324e-29
3.12997e-29
2.5997e-29
Estimating row 324 out of 625 for hessian
3.07907e-29
2.8573e-29
3.50505e-29
3.44603e-29
Estimating row 325 out of 625 for hessian
3.25964e-29
2.19323e-29
3.29923e-29
3.08547e-29
Estimating row 326 out of 625 for hessian
3.43926e-29
3.30952e-29
2.45732e-29
2.86326e-29
Estimating row 327 out of 625 for hessian
2.52239e-29
2.98809e-29
3.05477e-29
2.47437e-29
Estimating row 328 out of 625 for hessian
3.36174e-29
3.46353e-29
3.1457e-29
3.16004e-29
Estimating row 329 out of 625 for hessian
2.40698e-29
3.41679e-29
2.8974e-29
3.17713e-29
Estimating row 330 out of 625 for hessian
2.46951e-29
3.41657e-29
2.69208e-29
2.74432e-29
Estimating row 331 out of 625 for hessian
3.01295e-29
3.22221e-29
2.33987e-29
3.07141e-29
Estimating row 332 out of 625 for hessian
3.01219e-29
2.85492e-29
3.28577e-29
2.03582e-29
Estimating row 333 out of 625 for hessian
3.05341e-29
3.04771e-29
2.87924e-29
2.88373e-29
Estimating row 334 out of 625 for hessian
2.16556e-29
2.85818e-29
3.04705e-29
2.8175e-29
Estimating row 335 out of 625 for hessian
2.94963e-29
3.12484e-29
2.73469e-29
3.21667e-29
Estimating row 336 out of 625 for hessian
2.49323e-29
4.32946e-29
2.8551e-29
3.7056e-29
Estimating row 337 out of 625 for hessian
3.2614e-29
2.70474e-29
3.43165e-29
3.43211e-29
Estimating row 338 out of 625 for hessian
3.43968e-29
2.75553e-29
2.64797e-29
2.96752e-29
Estimating row 339 out of 625 for hessian
2.88429e-29
2.72522e-29
2.77055e-29
3.09076e-29
Estimating row 340 out of 625 for hessian
3.08765e-29
3.18107e-29
2.76568e-29
3.6375e-29
Estimating row 341 out of 625 for hessian
3.1412e-29
2.78105e-29
2.68063e-29
3.98295e-29
Estimating row 342 out of 625 for hessian
2.5971e-29
2.473e-29
3.60794e-29
3.85706e-29
Estimating row 343 out of 625 for hessian
2.47121e-29
3.04513e-29
2.61307e-29
2.82929e-29
Estimating row 344 out of 625 for hessian
3.36889e-29
2.48957e-29
2.97021e-29
2.93352e-29
Estimating row 345 out of 625 for hessian
3.00492e-29
2.85828e-29
2.71221e-29
4.08601e-29
Estimating row 346 out of 625 for hessian
3.05209e-29
2.61266e-29
3.01749e-29
3.20803e-29
Estimating row 347 out of 625 for hessian
4.29862e-29
3.8978e-29
2.43941e-29
3.13556e-29
Estimating row 348 out of 625 for hessian
2.93406e-29
2.56086e-29
3.50776e-29
3.2022e-29
Estimating row 349 out of 625 for hessian
2.60569e-29
2.34398e-29
3.28409e-29
3.52048e-29
Estimating row 350 out of 625 for hessian
3.75016e-29
2.83575e-29
3.22485e-29
3.15821e-29
Estimating row 351 out of 625 for hessian
3.01888e-29
4.22417e-29
3.03517e-29
2.42143e-29
Estimating row 352 out of 625 for hessian
2.50652e-29
3.422e-29
3.89266e-29
2.4812e-29
Estimating row 353 out of 625 for hessian
2.59831e-29
3.46398e-29
3.11155e-29
3.23725e-29
Estimating row 354 out of 625 for hessian
2.70348e-29
4.12135e-29
2.8704e-29
3.22689e-29
Estimating row 355 out of 625 for hessian
3.28166e-29
3.82897e-29
2.86685e-29
2.48541e-29
Estimating row 356 out of 625 for hessian
2.87869e-29
3.14669e-29
3.21904e-29
3.97375e-29
Estimating row 357 out of 625 for hessian
2.5654e-29
3.31641e-29
3.45337e-29
4.0011e-29
Estimating row 358 out of 625 for hessian
2.96887e-29
3.98567e-29
2.88971e-29
3.2188e-29
Estimating row 359 out of 625 for hessian
2.58405e-29
3.60185e-29
3.06092e-29
2.9377e-29
Estimating row 360 out of 625 for hessian
4.1242e-29
2.87681e-29
2.99013e-29
3.65861e-29
Estimating row 361 out of 625 for hessian
2.8767e-29
2.61453e-29
2.72738e-29
3.33876e-29
Estimating row 362 out of 625 for hessian
2.5771e-29
2.93027e-29
3.19709e-29
3.59827e-29
Estimating row 363 out of 625 for hessian
3.16785e-29
2.57289e-29
3.36461e-29
3.76233e-29
Estimating row 364 out of 625 for hessian
3.55465e-29
2.43302e-29
3.0087e-29
4.05725e-29
Estimating row 365 out of 625 for hessian
3.07396e-29
3.16704e-29
3.7133e-29
2.51229e-29
Estimating row 366 out of 625 for hessian
2.85819e-29
2.34847e-29
2.46672e-29
3.3859e-29
Estimating row 367 out of 625 for hessian
2.91259e-29
3.09297e-29
2.86042e-29
4.105e-29
Estimating row 368 out of 625 for hessian
3.52468e-29
3.08314e-29
3.82024e-29
2.43741e-29
Estimating row 369 out of 625 for hessian
3.00743e-29
3.16992e-29
3.18211e-29
4.03306e-29
Estimating row 370 out of 625 for hessian
3.00671e-29
2.97298e-29
2.99493e-29
2.61536e-29
Estimating row 371 out of 625 for hessian
3.38539e-29
3.98347e-29
3.005e-29
2.96219e-29
Estimating row 372 out of 625 for hessian
2.91587e-29
3.2118e-29
2.37516e-29
2.45139e-29
Estimating row 373 out of 625 for hessian
3.03563e-29
3.35839e-29
3.39105e-29
2.86424e-29
Estimating row 374 out of 625 for hessian
2.8634e-29
3.31924e-29
3.66954e-29
3.37233e-29
Estimating row 375 out of 625 for hessian
3.19724e-29
3.28404e-29
3.10347e-29
3.89161e-29
Estimating row 376 out of 625 for hessian
2.86763e-29
3.43589e-29
2.80252e-29
3.26232e-29
Estimating row 377 out of 625 for hessian
3.2204e-29
3.50202e-29
4.00493e-29
3.28601e-29
Estimating row 378 out of 625 for hessian
3.34066e-29
3.42614e-29
3.19175e-29
3.75746e-29
Estimating row 379 out of 625 for hessian
3.93046e-29
3.43037e-29
2.84319e-29
2.59841e-29
Estimating row 380 out of 625 for hessian
3.45297e-29
3.00413e-29
2.99127e-29
3.65979e-29
Estimating row 381 out of 625 for hessian
4.58087e-29
2.80206e-29
3.15047e-29
2.99417e-29
Estimating row 382 out of 625 for hessian
2.98308e-29
3.05934e-29
3.36122e-29
3.61314e-29
Estimating row 383 out of 625 for hessian
3.01134e-29
3.5541e-29
2.57018e-29
3.05046e-29
Estimating row 384 out of 625 for hessian
3.90025e-29
2.86525e-29
3.13253e-29
3.29985e-29
Estimating row 385 out of 625 for hessian
2.75608e-29
3.45594e-29
2.71481e-29
3.46958e-29
Estimating row 386 out of 625 for hessian
3.04528e-29
3.44665e-29
3.17676e-29
4.3345e-29
Estimating row 387 out of 625 for hessian
2.53483e-29
3.23658e-29
3.74567e-29
3.36341e-29
Estimating row 388 out of 625 for hessian
3.38421e-29
3.39276e-29
2.78758e-29
2.17881e-29
Estimating row 389 out of 625 for hessian
3.40911e-29
2.74796e-29
2.89151e-29
3.32474e-29
Estimating row 390 out of 625 for hessian
3.95415e-29
3.47582e-29
3.09341e-29
4.25432e-29
Estimating row 391 out of 625 for hessian
2.51681e-29
3.89941e-29
3.24857e-29
2.78132e-29
Estimating row 392 out of 625 for hessian
2.85036e-29
3.64205e-29
2.42463e-29
3.24236e-29
Estimating row 393 out of 625 for hessian
3.54142e-29
3.64875e-29
2.77386e-29
2.85435e-29
Estimating row 394 out of 625 for hessian
3.65739e-29
3.02135e-29
2.38785e-29
2.49312e-29
Estimating row 395 out of 625 for hessian
3.33125e-29
2.34534e-29
2.97195e-29
3.18363e-29
Estimating row 396 out of 625 for hessian
2.91891e-29
2.48342e-29
3.2311e-29
3.28128e-29
Estimating row 397 out of 625 for hessian
2.96358e-29
3.39703e-29
3.07806e-29
2.83773e-29
Estimating row 398 out of 625 for hessian
3.69476e-29
3.429e-29
2.59018e-29
3.02032e-29
Estimating row 399 out of 625 for hessian
3.13063e-29
3.26294e-29
2.91859e-29
3.06226e-29
Estimating row 400 out of 625 for hessian
2.24216e-29
2.77477e-29
2.27215e-29
3.21128e-29
Estimating row 401 out of 625 for hessian
3.46627e-29
3.68098e-29
3.21852e-29
3.43199e-29
Estimating row 402 out of 625 for hessian
4.26612e-29
2.99234e-29
3.31605e-29
2.93814e-29
Estimating row 403 out of 625 for hessian
3.28762e-29
4.42704e-29
3.37547e-29
3.63016e-29
Estimating row 404 out of 625 for hessian
2.34058e-29
3.50277e-29
3.32695e-29
2.32957e-29
Estimating row 405 out of 625 for hessian
2.74496e-29
2.98962e-29
4.60443e-29
3.04115e-29
Estimating row 406 out of 625 for hessian
3.15284e-29
2.92757e-29
2.96675e-29
3.85328e-29
Estimating row 407 out of 625 for hessian
3.52305e-29
3.8128e-29
3.27643e-29
2.96969e-29
Estimating row 408 out of 625 for hessian
4.01033e-29
3.96496e-29
3.60782e-29
3.12472e-29
Estimating row 409 out of 625 for hessian
3.21573e-29
3.51384e-29
3.43227e-29
3.0484e-29
Estimating row 410 out of 625 for hessian
3.18321e-29
2.73028e-29
3.63495e-29
2.76467e-29
Estimating row 411 out of 625 for hessian
4.03887e-29
2.89287e-29
3.47572e-29
2.99369e-29
Estimating row 412 out of 625 for hessian
2.86552e-29
3.63534e-29
3.94803e-29
2.50549e-29
Estimating row 413 out of 625 for hessian
3.14959e-29
3.36188e-29
4.05879e-29
4.31458e-29
Estimating row 414 out of 625 for hessian
2.10437e-29
3.04716e-29
3.11874e-29
3.33745e-29
Estimating row 415 out of 625 for hessian
3.24775e-29
3.26841e-29
3.57769e-29
2.97779e-29
Estimating row 416 out of 625 for hessian
3.10641e-29
3.97573e-29
3.48367e-29
3.00424e-29
Estimating row 417 out of 625 for hessian
3.44373e-29
3.48839e-29
2.92771e-29
3.40926e-29
Estimating row 418 out of 625 for hessian
2.89096e-29
3.12671e-29
2.42396e-29
3.11936e-29
Estimating row 419 out of 625 for hessian
2.88337e-29
3.38934e-29
2.54969e-29
2.79299e-29
Estimating row 420 out of 625 for hessian
2.9502e-29
3.50888e-29
3.33824e-29
2.34895e-29
Estimating row 421 out of 625 for hessian
3.62499e-29
3.52961e-29
2.98596e-29
2.78874e-29
Estimating row 422 out of 625 for hessian
2.74253e-29
2.51224e-29
3.28625e-29
3.07422e-29
Estimating row 423 out of 625 for hessian
3.91215e-29
2.90057e-29
3.02991e-29
3.1185e-29
Estimating row 424 out of 625 for hessian
2.52451e-29
2.96025e-29
2.29114e-29
2.86238e-29
Estimating row 425 out of 625 for hessian
2.78594e-29
3.2869e-29
2.7051e-29
3.69815e-29
Estimating row 426 out of 625 for hessian
2.56213e-29
2.6388e-29
3.03896e-29
3.22236e-29
Estimating row 427 out of 625 for hessian
3.60203e-29
2.88389e-29
2.98074e-29
3.17153e-29
Estimating row 428 out of 625 for hessian
2.90232e-29
2.71812e-29
3.19529e-29
3.10064e-29
Estimating row 429 out of 625 for hessian
2.78117e-29
3.3446e-29
3.81623e-29
2.39136e-29
Estimating row 430 out of 625 for hessian
3.15294e-29
3.66458e-29
3.00311e-29
2.65016e-29
Estimating row 431 out of 625 for hessian
2.52577e-29
2.78136e-29
2.65329e-29
3.56419e-29
Estimating row 432 out of 625 for hessian
3.52493e-29
2.31037e-29
2.8948e-29
2.67642e-29
Estimating row 433 out of 625 for hessian
2.86436e-29
4.31608e-29
3.11283e-29
2.78876e-29
Estimating row 434 out of 625 for hessian
3.23993e-29
3.30111e-29
2.5277e-29
3.19213e-29
Estimating row 435 out of 625 for hessian
2.7412e-29
4.02227e-29
3.67045e-29
2.79632e-29
Estimating row 436 out of 625 for hessian
3.16664e-29
3.48259e-29
2.73304e-29
2.36772e-29
Estimating row 437 out of 625 for hessian
3.25316e-29
3.53109e-29
2.6737e-29
3.94772e-29
Estimating row 438 out of 625 for hessian
3.04092e-29
3.20989e-29
3.25837e-29
2.9661e-29
Estimating row 439 out of 625 for hessian
3.50283e-29
2.75114e-29
2.91777e-29
2.7732e-29
Estimating row 440 out of 625 for hessian
2.89645e-29
3.27028e-29
2.58218e-29
2.68772e-29
Estimating row 441 out of 625 for hessian
3.40782e-29
2.39096e-29
3.43195e-29
3.06574e-29
Estimating row 442 out of 625 for hessian
2.57791e-29
2.78926e-29
2.80392e-29
2.8247e-29
Estimating row 443 out of 625 for hessian
3.24099e-29
2.95275e-29
3.02034e-29
3.49796e-29
Estimating row 444 out of 625 for hessian
2.27645e-29
3.03975e-29
2.82541e-29
3.59833e-29
Estimating row 445 out of 625 for hessian
2.1037e-29
2.49587e-29
2.97304e-29
2.69039e-29
Estimating row 446 out of 625 for hessian
2.92796e-29
4.24638e-29
4.21424e-29
2.99391e-29
Estimating row 447 out of 625 for hessian
3.32626e-29
3.22282e-29
2.44031e-29
3.07021e-29
Estimating row 448 out of 625 for hessian
2.74661e-29
3.02858e-29
2.58012e-29
2.47187e-29
Estimating row 449 out of 625 for hessian
3.21767e-29
2.4516e-29
3.26134e-29
2.9311e-29
Estimating row 450 out of 625 for hessian
3.8574e-29
3.64868e-29
3.17358e-29
3.70186e-29
Estimating row 451 out of 625 for hessian
2.5811e-29
2.70615e-29
3.31884e-29
2.98539e-29
Estimating row 452 out of 625 for hessian
3.24053e-29
3.50606e-29
2.67766e-29
3.01357e-29
Estimating row 453 out of 625 for hessian
2.77567e-29
2.81693e-29
3.1932e-29
3.29953e-29
Estimating row 454 out of 625 for hessian
3.21896e-29
3.48232e-29
3.40613e-29
2.94467e-29
Estimating row 455 out of 625 for hessian
3.21207e-29
3.30002e-29
2.41246e-29
2.97687e-29
Estimating row 456 out of 625 for hessian
3.15027e-29
3.75817e-29
3.01766e-29
3.1893e-29
Estimating row 457 out of 625 for hessian
3.00688e-29
4.30698e-29
4.0081e-29
3.68148e-29
Estimating row 458 out of 625 for hessian
3.21661e-29
2.93118e-29
3.56896e-29
2.81388e-29
Estimating row 459 out of 625 for hessian
3.54752e-29
2.85562e-29
4.65695e-29
2.45316e-29
Estimating row 460 out of 625 for hessian
2.70838e-29
2.68659e-29
2.39782e-29
2.86423e-29
Estimating row 461 out of 625 for hessian
3.42751e-29
3.30093e-29
2.87367e-29
3.01073e-29
Estimating row 462 out of 625 for hessian
3.85435e-29
3.20463e-29
3.13891e-29
2.51056e-29
Estimating row 463 out of 625 for hessian
2.90502e-29
5.07233e-29
2.85134e-29
3.04227e-29
Estimating row 464 out of 625 for hessian
2.67249e-29
2.71605e-29
3.17899e-29
2.72908e-29
Estimating row 465 out of 625 for hessian
2.67992e-29
3.20066e-29
3.34085e-29
2.97943e-29
Estimating row 466 out of 625 for hessian
3.23401e-29
4.85099e-29
3.46622e-29
2.90552e-29
Estimating row 467 out of 625 for hessian
3.61507e-29
3.53726e-29
2.93915e-29
3.35831e-29
Estimating row 468 out of 625 for hessian
4.08318e-29
4.08912e-29
3.01621e-29
2.84018e-29
Estimating row 469 out of 625 for hessian
2.38371e-29
3.36277e-29
2.74505e-29
2.92201e-29
Estimating row 470 out of 625 for hessian
2.74128e-29
3.13322e-29
3.26812e-29
3.16442e-29
Estimating row 471 out of 625 for hessian
3.15555e-29
3.57812e-29
3.51373e-29
3.06673e-29
Estimating row 472 out of 625 for hessian
2.76115e-29
2.43724e-29
3.51536e-29
2.95537e-29
