3.04465e-28

Initial statistics: 625 variables; iteration 0; function evaluation 0
Function value   3.9769573e+01; maximum gradient component mag  -5.9319e+01
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
385 -5.98208  8.96575e-04 |386 -1.51749  9.20942e-04 |387 -3.75115  3.51274e-04
388  0.00175  3.38269e-04 |389  0.04313 -6.82024e-04 |390 -1.36104 -2.90827e-04
391 -0.56052 -5.08262e-05 |392  1.48662  1.00329e-04 |393  2.16264  2.32924e-04
394 -0.09799 -1.56810e-04 |395 -1.88904 -9.68762e-04 |396 -0.63096  1.67811e-04
397  0.47862 -1.59225e-04 |398  0.11482  8.79997e-04 |399 -2.06553 -8.45309e-05
400  0.63233 -3.58914e-04 |401  2.34850 -2.72095e-04 |402  1.55718 -3.82403e-04
403 -3.45959  1.42497e-04 |404  0.04977  3.29195e-04 |405 -0.65826 -1.27803e-03
406 -0.39476 -7.36053e-06 |407  3.87159 -4.39339e-04 |408 -0.77784  6.67955e-04
409 -2.41366  3.70782e-04 |410 -0.96226  4.05289e-04 |411 -0.44150  2.04347e-04
412  0.78507  1.73921e-04 |413  0.92658  2.92214e-04 |414  1.26725 -5.11522e-05
415 -1.22138 -3.79887e-06 |416  1.11548 -4.73348e-04 |417  2.63146 -9.33863e-04
418 -3.48345  3.44954e-04 |419  0.53166  1.49889e-04 |420  0.97453 -2.72938e-05
421 -1.23632  4.84384e-04 |422 -1.28079  1.14252e-04 |423  0.26444 -5.38101e-04
424  1.46416 -1.52655e-04 |425  1.26519  8.16375e-04 |426  2.24209 -6.77316e-04
427  0.25490  6.22540e-04 |428 -5.75810  4.22213e-04 |429  2.41937 -5.20068e-04
430 -1.50026 -6.17972e-04 |431  0.11462  6.00704e-04 |432 -0.17127 -3.97790e-04
433 -1.18797 -1.25821e-03 |434 -0.35769 -2.56957e-04 |435 -0.41935 -8.88916e-05
436 -1.35766 -3.73978e-04 |437  0.52679  2.67309e-04 |438  1.45830 -4.57225e-04
439 -0.06940 -1.10683e-04 |440 -0.04404 -5.57436e-04 |441  0.54404  2.38686e-04
442  3.26194  2.86108e-04 |443  0.97546 -3.67543e-04 |444  0.17111  2.38086e-04
445 -0.93332  3.18116e-04 |446 -1.64023 -2.76341e-04 |447 -2.25105 -6.42345e-05
448 -0.55312 -2.84130e-04 |449 -1.42812  3.68220e-04 |450  4.56804 -1.26723e-03
451  1.39074 -6.67643e-04 |452 -1.57943  9.16548e-04 |453  4.39782  2.67851e-04
454 -3.76797  8.15836e-04 |455  2.16580 -9.29405e-04 |456 -1.72005  3.02808e-06
457 -4.15464  4.56441e-04 |458 -1.55419 -2.73636e-04 |459  1.27699  2.08752e-04
460  2.84620 -8.98318e-06 |461  1.43512  2.71520e-04 |462  1.64653  4.94341e-04
463 -0.43151 -7.30166e-04 |464 -0.26651  3.32187e-04 |465  2.75150 -3.80697e-04
466 -0.92208 -4.73363e-05 |467 -0.51106  1.54796e-04 |468  1.41235  3.51290e-04
469 -3.16068  2.85943e-04 |470 -1.23973 -4.08290e-04 |471  0.51364  8.59995e-04
472 -0.62062  8.77090e-05 |473  0.19964 -6.21489e-04 |474  0.37530 -1.01654e-04
475 -1.63136  3.20021e-04 |476  4.23072 -2.71732e-04 |477  2.09390 -4.25186e-04
478 -0.66416 -7.51443e-05 |479 -2.10093 -2.34318e-04 |480 -2.05241  9.31078e-04
481 -3.47078  1.47192e-04 |482  1.34388  4.63955e-04 |483 -3.79406  2.65493e-04
484 -1.14886 -1.13491e-04 |485  2.50420  1.59973e-05 |486 -0.35706  5.67762e-04
487  2.39522 -5.17801e-04 |488  0.94526 -4.90537e-05 |489 -0.32845 -7.91680e-04
490  3.47685 -4.17196e-04 |491  0.94978 -5.52873e-04 |492 -1.94653  4.75021e-04
493  2.98223 -1.91049e-04 |494 -0.83945 -3.99781e-04 |495 -0.64440 -3.34670e-04
496 -1.76645 -8.08768e-04 |497 -2.23380  2.24397e-04 |498 -1.98425  3.21690e-04
499  0.68782 -4.62059e-05 |500  0.82289  2.99350e-04 |501 -0.09819  3.55058e-04
502 -1.64112 -3.64140e-04 |503 -3.16607  3.76396e-04 |504 -0.80078  2.35631e-04
505 -2.73877  5.57169e-04 |506 -0.09140  2.84552e-05 |507 -0.91964  1.71385e-04
508  3.84250 -7.00073e-04 |509 -3.06001  2.24665e-04 |510 -2.41120 -5.91574e-04
511 -3.31658  3.87427e-04 |512 -0.10564  3.97524e-04 |513 -1.89260 -8.97021e-04
514  1.22900 -4.41760e-04 |515  0.35340 -4.82099e-05 |516 -1.71671 -1.62402e-04
517  3.66711 -1.78504e-05 |518 -1.70141  9.36658e-05 |519 -0.77686  6.59802e-04
520 -3.69547  6.01376e-04 |521 -0.76238  3.11857e-04 |522 -5.47362 -3.14861e-04
523 -3.37681  2.67600e-04 |524 -0.94943  6.13373e-05 |525 -0.87637  6.85897e-04
526 -0.94872  1.02610e-03 |527 -1.11690 -2.19012e-04 |528 -0.88198  4.16702e-04
529  1.18803 -1.52846e-04 |530 -1.40261 -3.61666e-04 |531  1.27350 -1.07840e-03
532  1.21238 -5.39474e-04 |533 -3.06315  7.33488e-04 |534 -0.41599  4.20356e-04
535 -2.37111 -3.03218e-05 |536 -0.83172 -5.59369e-04 |537 -1.69032 -3.60897e-04
538  2.93873  2.22685e-04 |539 -0.48031  1.55775e-04 |540  2.44133 -6.70364e-04
541 -3.17773  2.28176e-04 |542  0.93385 -1.88680e-04 |543  4.58605 -4.37227e-04
544 -1.69434  3.97092e-04 |545 -0.13360  5.85878e-04 |546  0.05082  2.50501e-04
547 -3.95785 -1.69189e-04 |548 -1.15809  4.51775e-04 |549 -1.77341  1.60364e-04
550 -0.45594  3.02025e-04 |551  0.12539  8.60153e-04 |552  0.50979  7.46907e-05
553 -1.94319  5.86896e-04 |554  0.95497 -6.43867e-04 |555 -0.89947 -3.17136e-05
556  0.48555  6.16356e-04 |557 -0.87841  8.08074e-04 |558  0.02804  1.68313e-04
559 -1.45413  7.55428e-04 |560 -0.29926  3.74382e-04 |561  1.52049 -5.56086e-04
562 -2.78466 -6.14108e-05 |563 -1.29304 -1.31245e-04 |564 -1.59644  3.67678e-04
565 -0.15225 -8.30808e-04 |566  3.16922 -6.55358e-04 |567 -1.15060  9.17301e-04
568 -0.80861  8.65827e-04 |569  0.27293  5.41644e-04 |570  1.07712 -4.43857e-04
571 -0.08363 -1.76179e-04 |572  1.44053  3.05886e-04 |573 -0.80357 -1.34087e-04
574  0.73163  3.00335e-04 |575  1.19680 -2.08530e-05 |576 -0.98009  6.77254e-04
577  1.71093 -1.24238e-04 |578  2.22231 -2.19387e-05 |579  1.57558 -8.81423e-04
580  3.13014 -2.92511e-04 |581 -0.54813  3.31837e-04 |582 -2.29434 -3.20992e-04
583  1.10441 -4.24341e-06 |584  0.25364 -3.37726e-04 |585  3.99683 -6.13762e-04
586  0.06558  6.95707e-04 |587 -0.09959  3.67520e-04 |588 -2.02250  1.32906e-04
589  1.23851 -1.21609e-03 |590 -0.30900 -3.43988e-04 |591  1.48110 -6.94686e-04
592 -1.59784 -2.83247e-04 |593  3.46919 -3.97795e-04 |594  0.29905  3.22663e-04
595 -0.63345  3.53956e-04 |596 -2.23301  6.92018e-04 |597  0.56100 -1.12513e-04
598 -0.96733  6.00388e-06 |599  0.10327  3.15317e-04 |600  0.55176  3.65715e-04
601 -2.50264  1.98744e-04 |602 -4.40710 -1.93051e-04 |603  2.43282 -3.71976e-04
604 -4.30808 -1.58165e-04 |605  1.17119 -3.70303e-04 |606 -0.69446  4.47142e-04
607  2.66231 -1.12275e-04 |608  0.24843 -3.07531e-05 |609 -1.41327 -1.80565e-04
610 -0.64451  3.02065e-04 |611  0.66816 -8.08977e-04 |612  1.23011  1.63948e-04
613 -0.00391 -4.80005e-04 |614  3.04555 -6.76429e-04 |615 -1.09137 -2.97147e-04
616  2.06949 -2.15102e-04 |617 -0.43853  1.85417e-05 |618 -0.87294  4.13752e-04
619  0.29308 -2.48536e-04 |620 -1.25061  1.64377e-04 |621  2.48609 -8.32523e-05
622 -0.38483  2.99568e-04 |623 -1.25081  5.09967e-04 |624 -3.03867  9.14085e-04
625  0.11926 -4.47725e-04 |
1.35018e-29
2.52799e-29
2.59734e-29
1.99383e-29
3.29179e-29
3.05867e-29
3.88075e-29
5.43162e-29

 - final statistics:
625 variables; iteration 28; function evaluation 32
Function value   1.8896e-02; maximum gradient component mag   9.6386e-05
Exit code = 1;  converg criter   1.0000e-04
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
  1 -5.70327  2.31434e-05 |  2  0.19419 -2.13178e-05 |  3-11.20981 -1.27394e-05
  4 -6.88667  2.48733e-05 |  5  1.76748  5.69749e-05 |  6 10.01207 -1.98140e-06
  7 -7.59485 -3.18581e-06 |  8-31.00565 -1.58981e-05 |  9-34.46777 -1.65864e-05
 10 -0.25776 -1.98018e-05 | 11-11.06648 -6.58260e-06 | 12-11.88303  1.74565e-05
 13 17.84096  3.53142e-06 | 14 14.75580 -2.41567e-05 | 15-20.95682  1.87043e-05
 16 10.28028  1.56384e-05 | 17 -4.42485  2.57618e-06 | 18  5.63129  1.01392e-07
 19  7.70120  3.88342e-05 | 20-25.54503 -1.06511e-05 | 21-10.37087  1.49728e-05
 22-50.55268  2.72298e-08 | 23 10.03740 -1.29540e-05 | 24 35.91791  5.51565e-06
 25 50.81669 -3.34539e-05 | 26 -8.69518  9.22628e-06 | 27 -9.31526 -3.49824e-05
 28-23.79551  2.12041e-06 | 29 20.10103 -1.65937e-05 | 30  3.19811  5.06063e-06
 31 17.20820  2.35772e-05 | 32-66.18928  1.47587e-05 | 33-31.23459  2.66222e-05
 34 43.91306  5.17936e-06 | 35-18.24124 -5.32249e-05 | 36-19.79687 -1.00840e-05
 37 35.13158  3.57221e-05 | 38 26.41754 -3.92064e-05 | 39 17.35314  8.22221e-06
 40 -2.25401  2.28667e-05 | 41-41.88291 -6.46924e-06 | 42 47.62700 -5.86869e-06
 43-27.66728  3.78553e-05 | 44 -7.87940 -3.10503e-05 | 45-16.95992  3.41788e-05
 46 17.79201 -3.56517e-05 | 47 50.79835  2.45574e-05 | 48 53.28534  1.31977e-05
 49-34.80902  4.24585e-05 | 50 14.80811  4.41668e-05 | 51 -5.50290 -1.19961e-05
 52  8.84191  2.56731e-05 | 53-29.30645  5.57563e-05 | 54 -8.08381 -2.29895e-05
 55 -5.95488 -5.79963e-05 | 56 -3.25305  3.27695e-05 | 57 -0.47702  2.29243e-05
 58 -7.12923  4.33521e-05 | 59 -3.90106 -5.11242e-06 | 60-14.70435 -3.70336e-05
 61 13.91585  4.49056e-07 | 62-34.46097  1.24680e-05 | 63  9.46983 -4.30324e-05
 64 -6.13075  2.23587e-05 | 65-20.32276  4.65763e-05 | 66 36.06272  9.08239e-06
 67-12.88370  2.04478e-05 | 68 54.09313  2.86279e-05 | 69 26.22875 -4.56181e-05
 70 -8.03705  2.23027e-05 | 71 -7.14592 -3.05739e-05 | 72 -0.16877  1.46207e-05
 73 -5.48009  5.34249e-05 | 74  5.76681 -3.26169e-07 | 75 11.34970  8.03049e-05
 76-19.87877  3.25854e-07 | 77-15.65552  3.92498e-05 | 78 -6.09934 -4.34749e-05
 79 -0.88726 -2.11203e-06 | 80 11.84333  4.04477e-05 | 81-10.01667 -5.40772e-06
 82-26.48419  1.34314e-05 | 83 11.16438 -1.91935e-05 | 84-36.71879  4.32192e-05
 85  2.22367  2.80277e-05 | 86-12.70753 -1.25997e-05 | 87 13.92799 -4.09057e-05
 88 -7.26645 -1.82254e-05 | 89 28.18578  1.79430e-05 | 90 -4.64436  4.84842e-06
 91-30.99804  1.18379e-06 | 92 39.62836 -2.49673e-05 | 93  7.73745 -2.66629e-05
 94  0.96183 -8.89309e-06 | 95 14.57388 -2.30451e-05 | 96 19.97071  6.11170e-05
 97-25.69865 -3.63566e-05 | 98  1.96812  9.35893e-07 | 99 -6.91756 -2.16974e-05
100  5.42179 -1.43428e-05 |101-14.06603 -1.42198e-05 |102 14.28995 -2.96345e-05
103  8.04447 -6.28559e-05 |104 12.70632  1.16544e-05 |105 -7.26137  2.67088e-05
106-13.53238 -4.87247e-06 |107 28.00489  6.14416e-06 |108  1.36153 -2.07881e-05
109 26.81736  1.53889e-05 |110  5.60618 -1.50112e-05 |111 20.54844  5.75813e-06
112-26.50418  3.90085e-05 |113 21.74201 -3.28997e-05 |114-17.11397  1.81506e-06
115 32.15676 -4.07842e-05 |116 -1.08208 -1.51694e-05 |117  6.86919 -4.29533e-05
118 19.54141  1.44423e-05 |119 -2.43411 -5.37691e-05 |120 36.53823  1.00156e-05
121 13.74800  3.67480e-06 |122 29.65334  2.65547e-06 |123 -6.53727 -2.06044e-05
124 21.74282  3.60964e-05 |125-23.14590 -2.30503e-05 |126  8.03929 -1.59311e-05
127  2.06634 -9.10144e-06 |128 -9.64477 -1.57507e-05 |129 19.57895 -1.56952e-06
130 -8.66776 -1.36734e-05 |131 32.36216  1.21040e-05 |132 40.15567  1.96063e-05
133  7.68166  7.20749e-06 |134-19.26394  1.41212e-06 |135 -2.42496 -2.10291e-05
136-16.88861  1.04946e-05 |137-12.14020  3.30193e-05 |138 11.33091 -3.81835e-05
139-14.26413  5.00283e-06 |140-16.60283 -1.59012e-05 |141 -3.01570 -1.24343e-05
142-20.11580 -1.26555e-05 |143-10.42478  2.81710e-05 |144 13.97640 -5.97797e-05
145 39.18440  5.81419e-06 |146-16.57440 -1.15861e-05 |147-35.48381  1.62428e-05
148  3.95123  9.23211e-06 |149-14.45142  2.69903e-05 |150 -2.49419  1.96628e-05
151-32.71727 -1.47517e-05 |152-25.53878 -5.98161e-06 |153 16.71583  6.22401e-05
154 -8.51888  1.20668e-05 |155 17.96932 -5.39444e-05 |156 17.67228 -3.45325e-06
157 26.58874 -5.94634e-06 |158 12.83284  1.17906e-05 |159 -5.54463 -4.39724e-05
160 38.81214 -3.11222e-06 |161-21.85006  2.18958e-05 |162 27.61703  1.39788e-05
163 15.61743  2.13011e-05 |164  3.21843 -2.22265e-05 |165 -1.34116  9.32824e-06
166 19.71952  1.69442e-05 |167  8.72320  4.31935e-05 |168-29.28311  5.82831e-06
169 -8.71686  2.00127e-05 |170 22.76275 -5.00074e-06 |171 40.59458 -4.77610e-05
172 13.96289  1.40939e-05 |173 -9.56922  2.75488e-05 |174 12.66651 -1.34466e-05
175 12.22536  8.13767e-06 |176 -7.71625  1.19649e-05 |177-13.36706  2.34986e-05
178 11.41229  1.91189e-05 |179 13.34646 -3.06320e-05 |180 -3.66405 -1.88158e-05
181 -5.24176  3.08909e-05 |182  1.25293  1.38175e-05 |183-11.84007  3.26628e-05
184 19.65583 -3.10620e-07 |185-21.95033 -5.87934e-06 |186-31.65706 -1.51871e-06
187 -0.28501 -9.02386e-06 |188 29.98560 -7.03135e-06 |189-26.60847  1.24260e-05
190 -7.45736  1.47326e-05 |191  1.72047 -1.63016e-05 |192 28.21040  7.20890e-06
193  5.20496  1.63172e-05 |194-27.38115 -2.13719e-05 |195 -5.28588  2.54505e-06
196 10.42932  9.53803e-07 |197-37.32027  1.58520e-05 |198-12.65683  1.14046e-05
199  5.47065 -3.49111e-06 |200 14.45923  4.60741e-05 |201 14.63362 -2.89164e-05
202-10.93109 -2.23811e-05 |203 14.27141  1.30073e-05 |204 49.15724 -1.68465e-05
205 -2.77825 -5.16159e-05 |206 32.42685  8.61720e-06 |207-23.51463  6.89986e-06
208  1.79550  3.07784e-05 |209 -2.14894 -1.41384e-05 |210 -6.40550 -1.75095e-05
211  4.26712  8.91510e-06 |212 -8.22598  2.64527e-05 |213  0.14629 -1.10149e-05
214 33.15797  8.00332e-06 |215 12.44796 -6.03398e-06 |216-44.05507 -5.34479e-06
217  4.33956  1.75819e-06 |218-36.33777  2.76669e-05 |219 -7.11418 -6.37761e-05
220-29.80743  2.36083e-05 |221 -5.18955 -6.65022e-05 |222-20.92459  2.76658e-05
223  2.24816  3.04198e-05 |224 34.46808  2.31797e-05 |225 -2.47231  3.36688e-05
226-32.60978  1.79251e-05 |227 -9.89898  2.75368e-05 |228-10.60596  6.86202e-05
229-12.18065 -1.06977e-05 |230 -0.26301 -5.47892e-05 |231-19.25921  2.22112e-05
232 -5.99644  2.27356e-06 |233 27.95049  2.58350e-05 |234 -2.87135 -4.70117e-05
235 -9.07384  2.01791e-05 |236-21.48810  1.76263e-05 |237 32.53410 -9.00193e-06
238-16.71204  3.66185e-05 |239 19.32291 -2.39013e-05 |240 11.88885 -1.32085e-05
241-61.46887 -1.47588e-05 |242 14.22659  4.97627e-05 |243-10.00660  1.24276e-05
244 24.19312  2.22945e-05 |245-11.82144 -2.67487e-05 |246  5.88170 -6.06765e-06
247-15.29181  2.96952e-05 |248 14.53569  3.57785e-06 |249-18.64464 -2.65311e-05
250-15.87956  2.30257e-05 |251-25.86988 -2.99194e-05 |252 -5.23508  5.68027e-06
253 -4.99993 -6.73808e-05 |254 -5.08893 -1.56468e-05 |255  3.10744 -1.36906e-05
256 14.74069 -2.32322e-05 |257-20.60797 -9.27941e-06 |258  8.33665 -1.34370e-05
259-13.57910  5.27869e-05 |260-20.23740  3.08165e-05 |261-26.31283  1.33208e-05
262  4.47215 -8.52550e-06 |263 10.77001 -2.90915e-06 |264  4.58887  3.66010e-05
265-18.05830 -7.54051e-05 |266 14.10392 -4.10502e-05 |267 -6.76456 -6.11892e-05
268 10.82283 -1.53676e-05 |269 15.73746 -6.67465e-05 |270-36.63440  2.00635e-05
271  8.55662  1.59536e-05 |272-19.33973 -1.57796e-05 |273 11.71599 -4.44779e-05
274  5.69974  1.08430e-05 |275 20.74155 -5.00598e-06 |276 -0.18243 -1.54789e-05
277 35.84569 -2.17922e-05 |278  3.34020 -1.35182e-05 |279-14.69151  4.46692e-06
280 23.18731 -1.20746e-05 |281-18.16799 -2.67039e-07 |282-17.27813  1.29493e-05
283  4.13571 -2.39628e-06 |284 -3.76381  1.92895e-05 |285 35.97071 -1.68391e-05
286  0.60440 -1.89542e-05 |287 25.55655  1.61898e-05 |288-12.76524 -4.91904e-05
289-20.42057  2.24237e-05 |290  4.28352  1.33608e-05 |291 10.79626  2.15845e-05
292 -4.94246 -8.85760e-06 |293  9.82339  1.95992e-05 |294  4.81201 -3.77614e-05
295 -3.72581  2.06751e-05 |296-22.11370 -1.89687e-05 |297 -6.71675 -5.41971e-06
298-19.31504  3.99103e-05 |299 12.58053  2.67007e-05 |300 19.95631  2.46559e-06
301 -2.37686  7.67401e-06 |302 32.10240 -5.25711e-06 |303 29.48779  3.07236e-05
304 27.21036  4.36898e-06 |305  7.10078 -4.76235e-06 |306 -4.23777  1.32362e-05
307 27.96027  4.42951e-06 |308-10.24842 -1.32798e-05 |309  0.56094 -1.06563e-05
310-41.22546 -9.76872e-06 |311  2.50294 -1.08810e-05 |312-28.94365  5.41600e-06
313 47.18103 -1.39836e-05 |314  7.48692 -1.10574e-05 |315 -6.22496  1.81749e-05
316-33.31050  1.43116e-05 |317-40.40727  3.08573e-05 |318 25.90453  8.77923e-06
319 -3.47857  3.67102e-05 |320 18.35280 -1.20537e-06 |321  3.47444 -8.99398e-06
322 -0.30390  3.87570e-06 |323 34.18012  1.13977e-05 |324 24.18488  4.96779e-06
325-30.09547 -5.49569e-06 |326  4.85347  2.17372e-05 |327  2.12302  6.62591e-05
328-12.59649 -7.81913e-06 |329 25.02121  8.21520e-06 |330 -9.19833  2.75572e-05
331 40.06222  6.84872e-08 |332 20.39789  1.18172e-05 |333-10.73301 -2.54751e-05
334 28.68194  2.64598e-05 |335  0.85546  4.04731e-05 |336  4.19005 -8.71202e-06
337 21.82344 -5.01525e-05 |338 39.54068 -9.25034e-06 |339 14.74157  4.92266e-06
340 -9.36285  4.01625e-06 |341 37.02380  4.56855e-06 |342 -3.69538  2.10060e-06
343-33.86288 -2.94588e-05 |344  7.56362  3.44521e-05 |345 -9.97882 -4.20520e-05
346-11.36802  9.63856e-05 |347 19.61811 -3.97092e-05 |348 -0.04297 -2.93219e-06
349 20.70657 -4.47751e-05 |350 22.58609 -1.70718e-05 |351 -7.17553  3.56021e-06
352  5.37484 -3.08777e-05 |353 -7.28901  1.47218e-05 |354 -5.05330 -6.70417e-07
355 19.04389 -3.24331e-06 |356 40.30082  1.14502e-07 |357-51.73944 -5.78746e-06
358 12.82993  1.10285e-05 |359 38.42099 -2.72222e-05 |360 10.81892 -7.09307e-06
361 24.24923  3.14445e-06 |362 18.98930  1.18716e-05 |363 22.77123  2.32105e-05
364-11.09718 -1.99739e-05 |365-20.77041 -1.59666e-06 |366 53.24826 -3.30852e-06
367 40.78116  1.52303e-05 |368 10.88046  9.93552e-06 |369-14.39355  9.70746e-06
370 -1.89133  1.47884e-06 |371 13.76023 -3.94460e-05 |372-26.15958  2.39020e-05
373  5.56662 -1.06968e-06 |374 22.83065  1.15308e-05 |375 19.14734 -1.41640e-06
376 -2.00155 -2.13836e-05 |377  4.06964 -4.71800e-07 |378-27.47592  9.14994e-06
379  8.90089  2.83498e-05 |380-11.89900 -2.87358e-05 |381  7.66135 -2.16403e-05
382-45.72091 -5.11520e-06 |383-13.94152 -8.64684e-06 |384  7.43470 -3.83465e-05
385-65.43571  3.54571e-05 |386-19.03096  3.21003e-05 |387-39.41474  3.18413e-06
388  1.20760  3.48954e-05 |389  1.77757 -3.19926e-05 |390-15.11164 -3.15865e-05
391 -6.64059  5.09502e-06 |392 17.96807  1.72031e-05 |393 21.06037 -9.31540e-06
394 -1.02487  1.11615e-06 |395-20.64621 -3.70068e-05 |396 -7.45106 -8.52124e-06
397  0.75040  1.65636e-06 |398  0.00893  1.02378e-05 |399-21.43967 -2.18778e-05
400  9.01756 -3.54387e-05 |401 25.76825 -4.96660e-06 |402 18.21027  1.76951e-05
403-38.47242  2.80178e-05 |404  1.26663 -2.56735e-05 |405 -7.60965 -7.69548e-05
406 -4.42820  5.61241e-06 |407 42.23768 -5.43814e-06 |408 -9.57085  3.99836e-05
409-26.86985  1.97337e-06 |410-12.39012  1.38458e-05 |411 -4.83922  2.33860e-05
412  5.27489 -1.13189e-06 |413 10.63556  1.76604e-05 |414 12.78165  1.41617e-05
415-13.22188 -3.76366e-05 |416 13.02107 -3.74894e-05 |417 27.60703 -7.33228e-06
418-33.81094  1.19199e-05 |419  5.91875 -3.52051e-05 |420  9.79540  1.35628e-05
421-14.98652 -8.16147e-06 |422-15.95675  1.76147e-05 |423  1.87915 -1.10516e-05
424 16.36413 -7.02592e-06 |425 13.76596  5.62190e-05 |426 25.70079 -2.36921e-05
427  2.84288  1.12340e-05 |428-64.48035  7.88709e-07 |429 27.37438  1.91762e-05
430-17.67894 -1.56462e-05 |431  2.03524 -7.26355e-06 |432 -0.11889 -9.20906e-06
433-12.68026 -4.84239e-05 |434 -6.65347 -6.53499e-06 |435 -8.69211  1.94175e-05
436-15.92399  8.02993e-07 |437  2.49487  5.80963e-06 |438 16.81890 -4.43757e-06
439 -1.19509 -5.94337e-06 |440 -2.36189 -2.62051e-05 |441  5.31506  1.36982e-05
442 34.83439  1.13118e-05 |443 11.04675 -1.30056e-05 |444  2.03439  2.01532e-05
445-10.27985 -9.75890e-06 |446-18.84363  6.19398e-06 |447-28.87481 -1.26934e-05
448 -5.73041 -1.17998e-05 |449-15.55561 -4.04488e-06 |450 50.42691 -5.20418e-05
451 11.98032 -9.11853e-06 |452-18.83081  6.73665e-05 |453 48.12584  2.34761e-05
454-40.34960  3.78510e-06 |455 24.69147 -5.31418e-05 |456-18.06162  8.58554e-06
457-44.92500  9.81732e-06 |458-13.95050 -1.72884e-05 |459 15.87483  1.39059e-05
460 32.04545  2.90219e-05 |461 15.82995  1.48819e-05 |462 19.26362 -1.16042e-05
463 -5.49108 -2.22313e-05 |464 -1.15265  1.40198e-05 |465 30.20281 -3.27204e-05
466-10.71425 -1.10781e-05 |467 -4.90050  7.09933e-06 |468 12.24583 -5.36435e-06
469-32.68361 -4.12805e-06 |470-12.98061 -1.98773e-05 |471  7.33086  5.93396e-05
472 -0.94855 -1.76423e-05 |473  3.21699 -8.35924e-06 |474  3.21824 -3.00629e-05
475-19.07999  1.11431e-05 |476 45.48056 -3.41524e-06 |477 23.97447 -3.44566e-05
478 -7.00790  4.48849e-06 |479-21.48547 -1.00641e-05 |480-22.58929  3.10361e-07
481-36.16838  8.89100e-06 |482 17.34808  7.63219e-06 |483-39.74651  2.51454e-05
484-12.85271 -2.51168e-05 |485 26.00229 -1.61995e-05 |486 -2.75155  1.17731e-05
487 22.90495  1.80780e-05 |488 10.23314  1.05464e-05 |489 -4.61772 -1.94436e-05
490 35.55029 -7.64896e-07 |491 13.28024 -1.25925e-05 |492-23.74730  9.67950e-06
493 32.11483  2.02940e-05 |494 -7.56659 -2.47895e-05 |495 -3.90659  2.01836e-06
496-18.88795 -5.21000e-05 |497-22.69863  3.09125e-05 |498-21.30112  1.10877e-05
499  8.24167  1.96367e-05 |500  7.87200  1.65121e-05 |501  0.10140  1.71971e-05
502-16.71884 -1.94408e-05 |503-38.19173  9.84232e-07 |504 -6.18484  7.08791e-06
505-30.95887  3.49172e-05 |506  1.72509  1.45267e-05 |507-11.82917  1.16086e-05
508 39.05227 -9.42371e-06 |509-32.92958  7.24830e-06 |510-30.09627 -4.19003e-05
511-37.63774 -1.53031e-05 |512 -2.53677  2.36510e-05 |513-16.81493 -4.13221e-05
514 13.18882 -3.40849e-06 |515  1.19437  3.25996e-05 |516-18.68559  1.23785e-05
517 41.71572  3.25714e-06 |518-18.52544  1.71434e-05 |519 -8.77541  1.83318e-05
520-40.62237  1.44892e-05 |521 -9.17026  4.03304e-06 |522-60.91049  3.73456e-08
523-33.94176  7.00278e-06 |524-10.74488  2.35392e-05 |525 -6.86350  8.39837e-06
526 -8.80900  1.76475e-05 |527-10.64317  9.45675e-06 |528-13.29240  1.72341e-05
529 13.17541 -1.10979e-05 |530-15.92178 -1.68902e-05 |531 15.49896 -1.00118e-05
532 13.79286 -1.16385e-05 |533-32.81551  1.79259e-05 |534 -6.71710  1.24198e-05
535-26.83924  1.41677e-05 |536 -9.04521 -5.97169e-06 |537-19.03204 -2.46056e-05
538 30.53982  2.25928e-05 |539 -5.96239  1.14539e-05 |540 23.64624 -1.61866e-06
541-31.59599 -5.86762e-06 |542 10.40451  3.24483e-07 |543 47.47138 -1.01050e-05
544-17.01061  2.14627e-05 |545 -1.42132  7.00302e-06 |546 -1.45423  1.15215e-05
547-43.74519 -5.73319e-06 |548-12.53995 -5.89703e-06 |549-19.25084 -1.35463e-05
550 -2.88699  1.83853e-05 |551  1.60601  3.82128e-05 |552  6.19361  2.06509e-05
553-20.22680  6.05225e-05 |554 10.50639 -3.77604e-05 |555 -9.98179 -4.32533e-05
556  4.23491  4.52648e-05 |557 -7.30884  1.88979e-05 |558 -0.72673  3.27044e-05
559-16.88011 -7.77227e-06 |560 -2.89346 -8.18174e-07 |561 16.56015 -7.53075e-06
562-30.23438 -7.59208e-06 |563-12.66986 -4.24093e-06 |564-17.74100 -7.87027e-07
565 -0.33343 -6.98921e-06 |566 34.13043 -3.04624e-05 |567-14.39831  4.20735e-05
568 -7.70422  3.44997e-05 |569  2.42496  1.63445e-05 |570 12.51478 -3.37165e-06
571 -1.27888 -3.21899e-07 |572 13.68287  3.29366e-05 |573 -9.22090  1.61104e-06
574  8.81076  2.89437e-06 |575 12.59950  5.29617e-05 |576-10.49715  2.14054e-05
577 17.67605 -2.96469e-06 |578 25.75372  2.32571e-05 |579 16.37722 -1.61321e-05
580 34.15230 -1.61250e-05 |581 -6.25288  1.74400e-05 |582-22.84110 -6.95319e-07
583 11.79775  2.26271e-05 |584  3.59905 -1.60410e-05 |585 43.43514 -9.83054e-06
