3.04465e-28

Initial statistics: 625 variables; iteration 0; function evaluation 0
Function value   3.9769573e+01; maximum gradient component mag  -5.9319e+01
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
4.40692e-29
6.26939e-29
4.88375e-29
Estimating row 266 out of 625 for hessian
6.52741e-29
5.61267e-29
5.09277e-29
4.84717e-29
Estimating row 267 out of 625 for hessian
4.77466e-29
4.58707e-29
6.19677e-29
4.72215e-29
Estimating row 268 out of 625 for hessian
4.805e-29
5.10358e-29
5.0721e-29
4.76509e-29
Estimating row 269 out of 625 for hessian
4.38302e-29
5.21125e-29
6.19367e-29
4.82536e-29
Estimating row 270 out of 625 for hessian
4.70602e-29
4.69898e-29
4.55176e-29
4.64467e-29
Estimating row 271 out of 625 for hessian
4.98336e-29
7.2685e-29
5.5016e-29
4.69562e-29
Estimating row 272 out of 625 for hessian
4.64305e-29
5.8103e-29
6.26119e-29
5.61955e-29
Estimating row 273 out of 625 for hessian
5.21622e-29
4.72078e-29
4.43846e-29
4.13051e-29
Estimating row 274 out of 625 for hessian
5.05465e-29
4.72362e-29
4.4827e-29
4.21593e-29
Estimating row 275 out of 625 for hessian
5.52306e-29
5.20547e-29
3.98433e-29
4.44227e-29
Estimating row 276 out of 625 for hessian
5.52601e-29
5.20439e-29
4.65643e-29
4.71181e-29
Estimating row 277 out of 625 for hessian
5.72134e-29
4.76211e-29
4.88238e-29
5.28419e-29
Estimating row 278 out of 625 for hessian
5.02911e-29
5.24313e-29
4.59218e-29
5.22195e-29
Estimating row 279 out of 625 for hessian
4.65112e-29
5.57567e-29
5.53684e-29
5.14025e-29
Estimating row 280 out of 625 for hessian
4.96242e-29
4.02914e-29
5.0701e-29
5.83736e-29
Estimating row 281 out of 625 for hessian
4.52793e-29
5.48846e-29
4.38584e-29
4.59774e-29
Estimating row 282 out of 625 for hessian
4.65073e-29
4.47761e-29
4.78508e-29
6.47473e-29
Estimating row 283 out of 625 for hessian
4.86352e-29
4.69504e-29
5.12522e-29
6.09947e-29
Estimating row 284 out of 625 for hessian
4.89551e-29
5.6322e-29
5.49086e-29
6.2208e-29
Estimating row 285 out of 625 for hessian
5.1428e-29
3.66678e-29
5.48864e-29
5.37641e-29
Estimating row 286 out of 625 for hessian
5.68595e-29
6.37725e-29
5.23945e-29
5.50928e-29
Estimating row 287 out of 625 for hessian
7.23885e-29
4.51461e-29
4.65492e-29
4.65204e-29
Estimating row 288 out of 625 for hessian
5.37143e-29
4.91582e-29
6.46767e-29
4.44118e-29
Estimating row 289 out of 625 for hessian
5.69176e-29
5.72175e-29
4.23293e-29
4.29223e-29
Estimating row 290 out of 625 for hessian
4.39072e-29
5.74497e-29
4.91888e-29
4.78659e-29
Estimating row 291 out of 625 for hessian
7.96982e-29
4.51409e-29
4.44058e-29
4.48634e-29
Estimating row 292 out of 625 for hessian
6.26064e-29
5.37451e-29
5.48149e-29
5.63695e-29
Estimating row 293 out of 625 for hessian
4.62388e-29
5.86961e-29
4.06215e-29
4.1337e-29
Estimating row 294 out of 625 for hessian
4.04613e-29
4.59323e-29
6.24568e-29
5.81268e-29
Estimating row 295 out of 625 for hessian
4.64535e-29
4.26822e-29
4.78204e-29
4.95692e-29
Estimating row 296 out of 625 for hessian
3.80656e-29
5.75701e-29
5.96783e-29
5.23503e-29
Estimating row 297 out of 625 for hessian
4.96042e-29
5.34852e-29
4.75269e-29
5.38754e-29
Estimating row 298 out of 625 for hessian
4.18088e-29
5.04027e-29
5.03794e-29
6.04949e-29
Estimating row 299 out of 625 for hessian
4.20759e-29
6.27246e-29
5.67814e-29
4.05743e-29
Estimating row 300 out of 625 for hessian
5.55029e-29
5.18766e-29
5.24212e-29
5.48514e-29
Estimating row 301 out of 625 for hessian
4.323e-29
4.26149e-29
6.2409e-29
4.32935e-29
Estimating row 302 out of 625 for hessian
4.84569e-29
4.17343e-29
5.40253e-29
5.10495e-29
Estimating row 303 out of 625 for hessian
4.46424e-29
5.20437e-29
5.00344e-29
4.42727e-29
Estimating row 304 out of 625 for hessian
5.20047e-29
5.22534e-29
4.31503e-29
5.80012e-29
Estimating row 305 out of 625 for hessian
5.43868e-29
4.70228e-29
4.05931e-29
4.36213e-29
Estimating row 306 out of 625 for hessian
3.94981e-29
6.17607e-29
4.95772e-29
6.17727e-29
Estimating row 307 out of 625 for hessian
4.65854e-29
3.89479e-29
4.61766e-29
5.53241e-29
Estimating row 308 out of 625 for hessian
5.34545e-29
5.16719e-29
4.48377e-29
4.48235e-29
Estimating row 309 out of 625 for hessian
5.07563e-29
5.04402e-29
4.80425e-29
4.84588e-29
Estimating row 310 out of 625 for hessian
4.71195e-29
4.96774e-29
5.05621e-29
5.31192e-29
Estimating row 311 out of 625 for hessian
4.843e-29
3.64242e-29
5.05724e-29
4.79783e-29
Estimating row 312 out of 625 for hessian
4.6818e-29
6.94402e-29
5.96538e-29
5.12175e-29
Estimating row 313 out of 625 for hessian
5.08959e-29
6.48353e-29
4.56292e-29
5.25648e-29
Estimating row 314 out of 625 for hessian
4.85919e-29
6.58854e-29
4.49826e-29
5.13621e-29
Estimating row 315 out of 625 for hessian
4.62197e-29
4.6174e-29
4.82875e-29
4.52794e-29
Estimating row 316 out of 625 for hessian
5.86011e-29
6.80644e-29
5.68405e-29
5.83109e-29
Estimating row 317 out of 625 for hessian
5.67805e-29
6.13034e-29
4.99824e-29
4.1307e-29
Estimating row 318 out of 625 for hessian
3.83919e-29
3.49585e-29
5.22446e-29
4.70587e-29
Estimating row 319 out of 625 for hessian
5.447e-29
4.047e-29
4.80006e-29
4.3412e-29
Estimating row 320 out of 625 for hessian
4.98581e-29
4.11125e-29
5.98892e-29
4.63098e-29
Estimating row 321 out of 625 for hessian
5.85673e-29
4.46175e-29
5.32903e-29
5.06039e-29
Estimating row 322 out of 625 for hessian
4.9317e-29
7.16038e-29
5.56774e-29
4.94831e-29
Estimating row 323 out of 625 for hessian
4.71861e-29
4.98846e-29
5.87334e-29
4.79123e-29
Estimating row 324 out of 625 for hessian
5.05989e-29
4.3465e-29
5.37353e-29
3.62655e-29
Estimating row 325 out of 625 for hessian
5.64906e-29
4.68737e-29
5.16288e-29
4.70679e-29
Estimating row 326 out of 625 for hessian
4.06735e-29
5.36204e-29
5.57373e-29
4.35658e-29
Estimating row 327 out of 625 for hessian
5.32099e-29
5.22695e-29
5.01501e-29
4.96579e-29
Estimating row 328 out of 625 for hessian
5.03068e-29
4.79857e-29
5.19228e-29
4.21167e-29
Estimating row 329 out of 625 for hessian
5.3399e-29
6.03783e-29
5.29447e-29
4.91549e-29
Estimating row 330 out of 625 for hessian
5.93592e-29
5.23958e-29
5.73415e-29
4.67227e-29
Estimating row 331 out of 625 for hessian
5.0547e-29
5.0007e-29
4.89586e-29
5.75072e-29
Estimating row 332 out of 625 for hessian
4.66088e-29
4.53023e-29
4.53938e-29
5.27716e-29
Estimating row 333 out of 625 for hessian
4.87826e-29
5.14403e-29
5.41014e-29
4.71422e-29
Estimating row 334 out of 625 for hessian
5.02162e-29
5.08309e-29
5.83552e-29
5.19066e-29
Estimating row 335 out of 625 for hessian
4.26132e-29
5.2615e-29
4.73891e-29
4.80471e-29
Estimating row 336 out of 625 for hessian
4.88855e-29
5.1696e-29
5.41318e-29
6.91103e-29
Estimating row 337 out of 625 for hessian
3.91891e-29
5.19352e-29
5.27594e-29
4.86006e-29
Estimating row 338 out of 625 for hessian
4.67866e-29
5.59217e-29
4.41352e-29
5.06286e-29
Estimating row 339 out of 625 for hessian
5.7288e-29
5.24889e-29
5.2838e-29
5.19412e-29
Estimating row 340 out of 625 for hessian
4.54357e-29
4.62081e-29
4.88821e-29
6.61734e-29
Estimating row 341 out of 625 for hessian
6.65992e-29
3.67101e-29
4.7663e-29
4.99572e-29
Estimating row 342 out of 625 for hessian
4.85099e-29
5.10449e-29
5.25049e-29
5.13e-29
Estimating row 343 out of 625 for hessian
5.54314e-29
3.83959e-29
4.74088e-29
5.59859e-29
Estimating row 344 out of 625 for hessian
5.55662e-29
4.02321e-29
6.05676e-29
5.21468e-29
Estimating row 345 out of 625 for hessian
5.6197e-29
7.23102e-29
5.30791e-29
5.7638e-29
Estimating row 346 out of 625 for hessian
4.68206e-29
5.29143e-29
4.32053e-29
5.11927e-29
Estimating row 347 out of 625 for hessian
5.15483e-29
6.54536e-29
6.30603e-29
6.21582e-29
Estimating row 348 out of 625 for hessian
5.16884e-29
3.93601e-29
4.17468e-29
4.09666e-29
Estimating row 349 out of 625 for hessian
4.24715e-29
5.4304e-29
4.10365e-29
5.66779e-29
Estimating row 350 out of 625 for hessian
4.43935e-29
3.96228e-29
4.89369e-29
6.11054e-29
Estimating row 351 out of 625 for hessian
4.74397e-29
4.43237e-29
5.48031e-29
6.25096e-29
Estimating row 352 out of 625 for hessian
5.63331e-29
5.57025e-29
5.17881e-29
5.46579e-29
Estimating row 353 out of 625 for hessian
4.07015e-29
4.86557e-29
3.87593e-29
4.78772e-29
Estimating row 354 out of 625 for hessian
5.31921e-29
5.18153e-29
4.66568e-29
5.39397e-29
Estimating row 355 out of 625 for hessian
4.9161e-29
4.54058e-29
4.60429e-29
3.99404e-29
Estimating row 356 out of 625 for hessian
4.36727e-29
4.9696e-29
4.48228e-29
6.50715e-29
Estimating row 357 out of 625 for hessian
6.49083e-29
5.96766e-29
5.54756e-29
5.92804e-29
Estimating row 358 out of 625 for hessian
4.68724e-29
4.37133e-29
4.08697e-29
4.68845e-29
Estimating row 359 out of 625 for hessian
5.55505e-29
4.15565e-29
5.0452e-29
4.61952e-29
Estimating row 360 out of 625 for hessian
4.98154e-29
4.68472e-29
5.51132e-29
4.86435e-29
Estimating row 361 out of 625 for hessian
4.67086e-29
6.08315e-29
4.60103e-29
4.25497e-29
Estimating row 362 out of 625 for hessian
5.19487e-29
6.26479e-29
4.24321e-29
3.85243e-29
Estimating row 363 out of 625 for hessian
4.21664e-29
4.79665e-29
5.07611e-29
4.30966e-29
Estimating row 364 out of 625 for hessian
4.54132e-29
5.06376e-29
4.26991e-29
4.5299e-29
Estimating row 365 out of 625 for hessian
5.64987e-29
4.69431e-29
4.50597e-29
4.09379e-29
Estimating row 366 out of 625 for hessian
5.72216e-29
5.31806e-29
4.02451e-29
4.16678e-29
Estimating row 367 out of 625 for hessian
6.24412e-29
4.86256e-29
4.80268e-29
4.84274e-29
Estimating row 368 out of 625 for hessian
5.15529e-29
5.46096e-29
4.80737e-29
6.12261e-29
Estimating row 369 out of 625 for hessian
5.5354e-29
5.48065e-29
4.84131e-29
4.93947e-29
Estimating row 370 out of 625 for hessian
4.08383e-29
5.19883e-29
4.41282e-29
3.62799e-29
Estimating row 371 out of 625 for hessian
4.47838e-29
5.49444e-29
4.754e-29
7.87357e-29
Estimating row 372 out of 625 for hessian
4.40952e-29
5.92727e-29
5.97062e-29
3.62429e-29
Estimating row 373 out of 625 for hessian
4.46014e-29
6.65619e-29
4.29434e-29
4.6485e-29
Estimating row 374 out of 625 for hessian
4.51361e-29
4.78505e-29
4.17661e-29
4.89767e-29
Estimating row 375 out of 625 for hessian
5.59317e-29
4.50795e-29
5.21486e-29
4.54359e-29
Estimating row 376 out of 625 for hessian
4.64722e-29
5.97248e-29
5.02884e-29
5.33805e-29
Estimating row 377 out of 625 for hessian
4.4442e-29
4.19635e-29
4.98165e-29
5.16498e-29
Estimating row 378 out of 625 for hessian
4.67812e-29
4.49131e-29
5.75053e-29
5.31676e-29
Estimating row 379 out of 625 for hessian
5.03558e-29
4.85794e-29
5.02676e-29
4.81745e-29
Estimating row 380 out of 625 for hessian
4.12335e-29
4.0546e-29
5.1744e-29
3.42214e-29
Estimating row 381 out of 625 for hessian
4.75908e-29
4.77394e-29
4.11886e-29
4.88194e-29
Estimating row 382 out of 625 for hessian
4.66528e-29
5.09436e-29
5.04719e-29
4.72543e-29
Estimating row 383 out of 625 for hessian
5.57041e-29
4.9954e-29
5.20372e-29
5.7421e-29
Estimating row 384 out of 625 for hessian
4.04934e-29
5.38641e-29
4.46975e-29
4.36725e-29
Estimating row 385 out of 625 for hessian
3.9981e-29
4.24332e-29
4.09472e-29
6.00124e-29
Estimating row 386 out of 625 for hessian
4.1768e-29
4.91889e-29
5.34349e-29
4.49901e-29
Estimating row 387 out of 625 for hessian
4.96167e-29
4.13955e-29
5.3663e-29
4.76406e-29
Estimating row 388 out of 625 for hessian
5.74451e-29
4.70234e-29
5.07171e-29
3.99437e-29
Estimating row 389 out of 625 for hessian
4.24586e-29
4.8317e-29
4.81281e-29
6.8713e-29
Estimating row 390 out of 625 for hessian
4.80108e-29
5.65177e-29
3.8386e-29
4.45242e-29
Estimating row 391 out of 625 for hessian
4.6115e-29
4.77856e-29
4.87873e-29
5.343e-29
Estimating row 392 out of 625 for hessian
5.47014e-29
5.52717e-29
6.68206e-29
4.95147e-29
Estimating row 393 out of 625 for hessian
5.82073e-29
5.31735e-29
5.41483e-29
5.83114e-29
Estimating row 394 out of 625 for hessian
5.54143e-29
5.67776e-29
4.88479e-29
5.2937e-29
Estimating row 395 out of 625 for hessian
4.43717e-29
5.61738e-29
4.1871e-29
5.53136e-29
Estimating row 396 out of 625 for hessian
4.02993e-29
5.26923e-29
5.63528e-29
4.702e-29
Estimating row 397 out of 625 for hessian
4.74092e-29
5.5057e-29
6.67173e-29
3.7482e-29
Estimating row 398 out of 625 for hessian
4.32747e-29
4.87367e-29
4.19099e-29
4.83608e-29
Estimating row 399 out of 625 for hessian
5.34505e-29
6.25829e-29
5.91584e-29
5.37253e-29
Estimating row 400 out of 625 for hessian
4.60608e-29
4.97408e-29
5.67956e-29
4.13342e-29
Estimating row 401 out of 625 for hessian
5.09025e-29
6.96009e-29
3.97299e-29
4.57134e-29
Estimating row 402 out of 625 for hessian
5.84637e-29
5.15361e-29
5.62659e-29
5.40178e-29
Estimating row 403 out of 625 for hessian
5.29358e-29
4.53804e-29
5.28502e-29
4.55306e-29
Estimating row 404 out of 625 for hessian
4.88833e-29
4.06846e-29
5.46677e-29
4.1887e-29
Estimating row 405 out of 625 for hessian
4.90963e-29
4.94694e-29
5.46527e-29
4.68198e-29
Estimating row 406 out of 625 for hessian
5.05947e-29
4.41453e-29
5.32012e-29
4.62377e-29
Estimating row 407 out of 625 for hessian
6.63455e-29
5.12151e-29
4.99452e-29
5.30237e-29
Estimating row 408 out of 625 for hessian
4.98164e-29
7.33976e-29
4.39205e-29
4.31074e-29
Estimating row 409 out of 625 for hessian
4.41552e-29
5.01746e-29
4.83399e-29
3.99481e-29
Estimating row 410 out of 625 for hessian
5.04698e-29
5.42152e-29
5.43133e-29
4.59447e-29
Estimating row 411 out of 625 for hessian
7.11622e-29
3.60131e-29
4.62979e-29
4.25884e-29
Estimating row 412 out of 625 for hessian
4.50205e-29
4.59973e-29
4.72219e-29
4.50661e-29
Estimating row 413 out of 625 for hessian
4.45074e-29
5.95873e-29
4.75047e-29
4.30635e-29
Estimating row 414 out of 625 for hessian
5.04067e-29
4.34871e-29
5.16178e-29
5.45244e-29
Estimating row 415 out of 625 for hessian
5.89828e-29
3.94719e-29
5.10631e-29
5.35809e-29
Estimating row 416 out of 625 for hessian
4.98754e-29
5.49947e-29
4.29308e-29
4.81726e-29
Estimating row 417 out of 625 for hessian
4.33797e-29
6.32077e-29
5.0085e-29
4.43475e-29
Estimating row 418 out of 625 for hessian
4.57339e-29
5.07271e-29
5.58678e-29
4.94311e-29
Estimating row 419 out of 625 for hessian
4.25594e-29
4.55712e-29
4.78617e-29
3.74867e-29
Estimating row 420 out of 625 for hessian
4.72402e-29
4.63812e-29
4.54545e-29
4.83656e-29
Estimating row 421 out of 625 for hessian
5.10693e-29
4.14753e-29
6.46546e-29
4.2879e-29
Estimating row 422 out of 625 for hessian
5.45192e-29
4.58242e-29
4.81008e-29
4.23699e-29
Estimating row 423 out of 625 for hessian
5.14502e-29
4.44175e-29
4.48839e-29
5.55042e-29
Estimating row 424 out of 625 for hessian
4.17016e-29
5.05108e-29
3.72738e-29
4.3168e-29
Estimating row 425 out of 625 for hessian
4.85495e-29
4.47637e-29
4.76726e-29
4.33826e-29
Estimating row 426 out of 625 for hessian
4.94017e-29
4.95189e-29
5.14168e-29
4.75632e-29
Estimating row 427 out of 625 for hessian
4.23738e-29
4.38533e-29
4.50483e-29
4.01793e-29
Estimating row 428 out of 625 for hessian
5.15064e-29
5.60814e-29
4.81169e-29
5.45461e-29
Estimating row 429 out of 625 for hessian
5.74783e-29
5.32271e-29
5.46854e-29
4.33106e-29
Estimating row 430 out of 625 for hessian
4.60882e-29
4.38448e-29
4.20043e-29
4.40471e-29
Estimating row 431 out of 625 for hessian
4.18342e-29
4.22455e-29
4.35512e-29
4.21041e-29
Estimating row 432 out of 625 for hessian
5.70828e-29
4.83542e-29
5.04295e-29
6.55578e-29
Estimating row 433 out of 625 for hessian
4.27496e-29
4.94983e-29
5.37534e-29
6.04592e-29
Estimating row 434 out of 625 for hessian
4.28742e-29
6.14608e-29
4.47672e-29
4.25526e-29
Estimating row 435 out of 625 for hessian
5.60335e-29
7.30912e-29
3.8577e-29
4.69176e-29
Estimating row 436 out of 625 for hessian
4.37618e-29
5.36325e-29
4.55149e-29
5.93965e-29
Estimating row 437 out of 625 for hessian
5.84347e-29
4.59224e-29
5.47338e-29
6.38485e-29
Estimating row 438 out of 625 for hessian
4.86321e-29
6.12175e-29
5.01227e-29
4.80354e-29
Estimating row 439 out of 625 for hessian
5.14437e-29
4.51135e-29
4.66653e-29
4.0522e-29
Estimating row 440 out of 625 for hessian
4.63302e-29
5.23647e-29
3.85047e-29
5.68657e-29
Estimating row 441 out of 625 for hessian
4.83457e-29
7.17902e-29
6.05628e-29
4.92533e-29
Estimating row 442 out of 625 for hessian
5.04102e-29
4.20249e-29
4.546e-29
5.33291e-29
Estimating row 443 out of 625 for hessian
4.22386e-29
4.49591e-29
4.66693e-29
5.09402e-29
Estimating row 444 out of 625 for hessian
5.05935e-29
5.16887e-29
5.10936e-29
5.17324e-29
Estimating row 445 out of 625 for hessian
5.46058e-29
5.75319e-29
5.77282e-29
4.75149e-29
Estimating row 446 out of 625 for hessian
4.34144e-29
5.12008e-29
5.53199e-29
5.40458e-29
Estimating row 447 out of 625 for hessian
4.41618e-29
5.40873e-29
5.38925e-29
4.65794e-29
Estimating row 448 out of 625 for hessian
5.23645e-29
4.5281e-29
5.61236e-29
4.50277e-29
Estimating row 449 out of 625 for hessian
4.60371e-29
5.52149e-29
4.71883e-29
4.92989e-29
Estimating row 450 out of 625 for hessian
4.85667e-29
5.28798e-29
4.72477e-29
4.49827e-29
Estimating row 451 out of 625 for hessian
5.90278e-29
5.31327e-29
4.6477e-29
5.82469e-29
Estimating row 452 out of 625 for hessian
5.79699e-29
4.63563e-29
4.87666e-29
5.60461e-29
Estimating row 453 out of 625 for hessian
5.18662e-29
6.62769e-29
4.60698e-29
5.44382e-29
Estimating row 454 out of 625 for hessian
4.69278e-29
5.06816e-29
4.67723e-29
3.65538e-29
Estimating row 455 out of 625 for hessian
4.61822e-29
5.10357e-29
5.73886e-29
4.69551e-29
Estimating row 456 out of 625 for hessian
5.27487e-29
4.24584e-29
4.5421e-29
4.77417e-29
Estimating row 457 out of 625 for hessian
4.47882e-29
4.79487e-29
4.34114e-29
5.29767e-29
Estimating row 458 out of 625 for hessian
4.44224e-29
4.37084e-29
5.44627e-29
4.76353e-29
Estimating row 459 out of 625 for hessian
4.5939e-29
3.81874e-29
4.42843e-29
5.04045e-29
Estimating row 460 out of 625 for hessian
4.52989e-29
4.51158e-29
5.27673e-29
5.2546e-29
Estimating row 461 out of 625 for hessian
4.56352e-29
4.40952e-29
6.39244e-29
4.90175e-29
Estimating row 462 out of 625 for hessian
6.57458e-29
6.45023e-29
5.00771e-29
4.82749e-29
Estimating row 463 out of 625 for hessian
5.38011e-29
4.38753e-29
6.32618e-29
4.58315e-29
Estimating row 464 out of 625 for hessian
4.97184e-29
4.44409e-29
6.51564e-29
5.47843e-29
Estimating row 465 out of 625 for hessian
5.40057e-29
4.71941e-29
4.33675e-29
5.15864e-29
Estimating row 466 out of 625 for hessian
4.67483e-29
4.34666e-29
6.66645e-29
6.02619e-29
Estimating row 467 out of 625 for hessian
5.805e-29
4.31978e-29
4.82315e-29
5.60447e-29
Estimating row 468 out of 625 for hessian
3.85448e-29
5.02184e-29
5.05206e-29
6.55537e-29
Estimating row 469 out of 625 for hessian
5.71622e-29
5.07906e-29
4.42169e-29
5.17924e-29
Estimating row 470 out of 625 for hessian
5.00126e-29
4.78882e-29
4.5563e-29
4.57184e-29
Estimating row 471 out of 625 for hessian
4.98918e-29
5.20247e-29
5.57324e-29
6.79925e-29
Estimating row 472 out of 625 for hessian
6.11657e-29
5.34609e-29
5.39268e-29
5.0597e-29
Estimating row 473 out of 625 for hessian
5.43468e-29
6.09236e-29
5.87191e-29
4.26419e-29
Estimating row 474 out of 625 for hessian
5.69015e-29
4.65547e-29
5.97966e-29
4.61163e-29
Estimating row 475 out of 625 for hessian
4.17472e-29
4.51297e-29
5.52252e-29
4.98706e-29
Estimating row 476 out of 625 for hessian
5.01183e-29
4.31826e-29
5.29223e-29
6.50241e-29
Estimating row 477 out of 625 for hessian
4.88423e-29
5.01127e-29
4.63203e-29
5.57784e-29
Estimating row 478 out of 625 for hessian
4.77036e-29
4.97569e-29
4.97344e-29
4.60906e-29
Estimating row 479 out of 625 for hessian
4.23088e-29
4.28959e-29
4.46205e-29
5.3733e-29
Estimating row 480 out of 625 for hessian
5.50708e-29
3.41412e-29
6.27379e-29
4.67205e-29
Estimating row 481 out of 625 for hessian
4.0784e-29
5.787e-29
3.95815e-29
4.76978e-29
Estimating row 482 out of 625 for hessian
4.58239e-29
5.57778e-29
4.32533e-29
4.36016e-29
Estimating row 483 out of 625 for hessian
3.69994e-29
5.48386e-29
4.70585e-29
5.42245e-29
Estimating row 484 out of 625 for hessian
4.29329e-29
4.67592e-29
4.20843e-29
4.61453e-29
Estimating row 485 out of 625 for hessian
4.97232e-29
5.87006e-29
4.25711e-29
5.13797e-29
Estimating row 486 out of 625 for hessian
4.67219e-29
4.23994e-29
4.40554e-29
5.39645e-29
Estimating row 487 out of 625 for hessian
4.32406e-29
5.58269e-29
4.30787e-29
4.59236e-29
Estimating row 488 out of 625 for hessian
5.99786e-29
4.75955e-29
7.032e-29
4.71883e-29
Estimating row 489 out of 625 for hessian
5.56997e-29
4.47273e-29
4.67567e-29
4.17458e-29
Estimating row 490 out of 625 for hessian
5.07857e-29
4.06638e-29
4.89931e-29
5.00888e-29
Estimating row 491 out of 625 for hessian
5.27631e-29
4.30043e-29
4.81729e-29
5.35679e-29
Estimating row 492 out of 625 for hessian
5.44931e-29
4.45487e-29
4.73858e-29
4.33699e-29
Estimating row 493 out of 625 for hessian
6.42245e-29
6.73624e-29
4.40501e-29
3.94348e-29
Estimating row 494 out of 625 for hessian
5.31181e-29
5.13777e-29
3.89159e-29
4.46991e-29
Estimating row 495 out of 625 for hessian
5.97918e-29
4.7767e-29
5.95766e-29
3.76332e-29
Estimating row 496 out of 625 for hessian
6.27179e-29
6.05547e-29
5.11458e-29
3.82812e-29
Estimating row 497 out of 625 for hessian
7.30921e-29
4.84009e-29
7.23819e-29
5.32206e-29
Estimating row 498 out of 625 for hessian
4.59682e-29
5.23188e-29
4.37672e-29
5.65603e-29
Estimating row 499 out of 625 for hessian
4.05427e-29
5.70757e-29
4.9472e-29
4.2695e-29
Estimating row 500 out of 625 for hessian
4.5425e-29
4.47871e-29
5.24031e-29
5.07601e-29
Estimating row 501 out of 625 for hessian
5.46371e-29
4.70344e-29
3.94645e-29
5.26357e-29
Estimating row 502 out of 625 for hessian
4.90613e-29
4.57732e-29
5.74315e-29
5.07973e-29
Estimating row 503 out of 625 for hessian
5.28631e-29
5.03669e-29
4.06566e-29
6.7778e-29
Estimating row 504 out of 625 for hessian
4.37943e-29
4.37896e-29
5.53862e-29
4.25725e-29
Estimating row 505 out of 625 for hessian
4.02537e-29
5.68048e-29
6.04152e-29
4.57821e-29
Estimating row 506 out of 625 for hessian
4.15135e-29
4.93476e-29
4.98616e-29
3.95514e-29
Estimating row 507 out of 625 for hessian
4.50347e-29
4.14146e-29
5.10902e-29
4.78668e-29
Estimating row 508 out of 625 for hessian
5.06727e-29
5.18926e-29
4.15741e-29
5.63729e-29
Estimating row 509 out of 625 for hessian
4.05714e-29
4.40167e-29
6.08543e-29
4.58739e-29
Estimating row 510 out of 625 for hessian
4.05361e-29
5.57406e-29
4.68637e-29
4.77114e-29
Estimating row 511 out of 625 for hessian
5.17407e-29
4.23669e-29
5.5428e-29
4.85612e-29
Estimating row 512 out of 625 for hessian
5.70244e-29
4.19415e-29
4.93454e-29
4.93695e-29
Estimating row 513 out of 625 for hessian
5.81705e-29
5.67258e-29
5.67722e-29
4.9467e-29
Estimating row 514 out of 625 for hessian
5.8287e-29
5.1552e-29
5.98632e-29
5.60693e-29
Estimating row 515 out of 625 for hessian
4.51373e-29
5.39078e-29
4.1663e-29
5.48803e-29
Estimating row 516 out of 625 for hessian
4.22102e-29
4.15266e-29
5.74951e-29
4.48589e-29
Estimating row 517 out of 625 for hessian
5.06515e-29
4.58745e-29
5.37708e-29
5.45375e-29
Estimating row 518 out of 625 for hessian
3.80672e-29
4.70113e-29
4.68572e-29
4.59036e-29
Estimating row 519 out of 625 for hessian
5.81662e-29
4.02309e-29
4.24648e-29
5.1691e-29
Estimating row 520 out of 625 for hessian
4.77849e-29
4.64091e-29
4.53418e-29
4.18251e-29
Estimating row 521 out of 625 for hessian
5.96889e-29
4.69608e-29
4.08904e-29
4.58961e-29
Estimating row 522 out of 625 for hessian
6.2579e-29
5.50374e-29
4.69313e-29
6.41352e-29
Estimating row 523 out of 625 for hessian
4.93385e-29
4.25316e-29
4.54586e-29
4.60727e-29
Estimating row 524 out of 625 for hessian
4.68698e-29
4.43683e-29
7.6769e-29
4.50357e-29
Estimating row 525 out of 625 for hessian
3.9444e-29
5.24753e-29
5.70895e-29
5.69794e-29
Estimating row 526 out of 625 for hessian
5.24831e-29
5.26017e-29
4.45427e-29
4.30593e-29
Estimating row 527 out of 625 for hessian
4.38531e-29
6.39527e-29
5.02518e-29
4.86673e-29
Estimating row 528 out of 625 for hessian
4.71621e-29
5.28622e-29
3.98887e-29
4.70939e-29
Estimating row 529 out of 625 for hessian
4.25125e-29
4.84824e-29
4.00581e-29
5.1283e-29
Estimating row 530 out of 625 for hessian
4.4787e-29
5.11788e-29
5.21798e-29
5.53289e-29
Estimating row 531 out of 625 for hessian
5.1197e-29
5.26889e-29
4.47344e-29
4.57652e-29
Estimating row 532 out of 625 for hessian
5.22951e-29
6.55205e-29
4.58161e-29
4.74355e-29
Estimating row 533 out of 625 for hessian
5.19032e-29
5.80353e-29
5.42267e-29
6.00459e-29
Estimating row 534 out of 625 for hessian
5.04658e-29
4.94269e-29
3.87682e-29
5.41975e-29
Estimating row 535 out of 625 for hessian
5.74403e-29
5.3889e-29
5.04887e-29
4.03273e-29
Estimating row 536 out of 625 for hessian
3.43038e-29
3.69068e-29
6.08546e-29
5.51026e-29
Estimating row 537 out of 625 for hessian
5.32022e-29
5.357e-29
5.99609e-29
5.65165e-29
Estimating row 538 out of 625 for hessian
4.61084e-29
4.60153e-29
4.1271e-29
5.78358e-29
Estimating row 539 out of 625 for hessian
4.25539e-29
5.36661e-29
4.61167e-29
5.02456e-29
Estimating row 540 out of 625 for hessian
4.32644e-29
4.86279e-29
3.94178e-29
6.92666e-29
Estimating row 541 out of 625 for hessian
5.7759e-29
5.05099e-29
4.30179e-29
5.2924e-29
Estimating row 542 out of 625 for hessian
4.64077e-29
5.47019e-29
6.16705e-29
4.65444e-29
Estimating row 543 out of 625 for hessian
5.06522e-29
5.15891e-29
